event_id,event_type,event_time,ingest_time,advertiser_id,campaign_id,placement,device,geo,media_cost,currency,viewability
evt_92da31e8,click,2026-06-04 23:40:28+05:30,2026-06-04T08:12:18Z,adv_1548,cmp_1548_2,native_feed,desktop,,0.4279,INR,0.54
evt_95da36a1,impression,2026-06-04 10:10:56+05:30,2026-06-04T14:21:47Z,adv_1618,cmp_1618_2,banner_728x90,tablet,DE,0.0180,INR,0.81
evt_94da350e,conversion,2026-06-04 11:21:48+05:30,2026-06-04T13:09:00Z,adv_1555,cmp_1555_2,interstitial,desktop,,0.0000,USD,0.77
evt_8fda2d2f,impression,2026-06-04 10:26:10+05:30,2026-06-04T11:30:41Z,adv_1583,cmp_1583_2,interstitial,mobile,,0.0002,USD,0.71
evt_8eda2b9c,impression,2026-06-04 02:03:19+05:30,2026-06-04T20:45:19Z,adv_1548,cmp_1548_3,native_feed,ctv,unknown,0.0041,USD,0.40
evt_5d2982c,impression,2026-06-04 20:31:47+05:30,2026-06-06T12:06:33Z,adv_1618,cmp_1618_3,banner_728x90,tablet,IN,0.0038,USD,0.97
evt_6d299bf,impression,2026-06-04 15:24:19+05:30,2026-06-04T17:37:14Z,adv_1625,cmp_1625_1,interstitial,desktop,unknown,0.0036,USD,0.60
evt_7d29b52,impression,2026-06-04 06:10:26+05:30,2026-06-04T14:05:19Z,adv_1618,cmp_1618_1,interstitial,tablet,US,0.0160,INR,0.50
evt_7d29b52,impression,2026-06-04 06:10:26+05:30,2026-06-04T14:05:19Z,adv_1618,cmp_1618_1,interstitial,tablet,US,0.0160,INR,0.50
evt_8d29ce5,impression,2026-06-04 20:44:33+05:30,2026-06-04T09:04:01Z,adv_1597,cmp_1597_3,preroll,desktop,US,0.0117,USD,0.57
evt_1d291e0,impression,2026-06-04 07:04:09+05:30,2026-06-04T14:31:26Z,adv_1569,cmp_1569_3,native_feed,tablet,CA,0.0083,USD,0.79
evt_2d29373,impression,2026-06-04 05:38:57+05:30,2026-06-04T08:54:32Z,adv_1555,cmp_1555_1,interstitial,desktop,,0.0148,USD,0.92
evt_3d29506,impression,2026-06-04 01:22:44+05:30,2026-06-04T04:54:14Z,adv_1583,cmp_1583_2,banner_300x250,ctv,unknown,0.0042,USD,0.52
evt_4d29699,impression,2026-06-04 03:34:57+05:30,2026-06-06T08:59:22Z,adv_1548,cmp_1548_3,native_feed,tablet,DE,0.0147,USD,0.91
evt_dd2a4c4,click,2026-06-04 15:17:32+05:30,2026-06-04T21:06:20Z,adv_1562,cmp_1562_1,interstitial,ctv,CA,0.0158,USD,0.50
evt_ed2a657,impression,2026-06-04 19:48:20+05:30,2026-06-05T19:35:31Z,adv_1583,cmp_1583_1,banner_300x250,mobile,SG,0.0152,USD,0.54
evt_bd4e035,impression,2026-06-04 10:52:57+05:30,2026-06-04T20:32:41Z,adv_1611,cmp_1611_3,banner_728x90,tablet,CA,0.0034,USD,0.84
evt_ad4dea2,impression,2026-06-04 19:20:28+05:30,2026-06-04T11:49:59Z,adv_1583,cmp_1583_2,banner_300x250,mobile,IN,0.0021,USD,0.80
evt_9d4dd0f,impression,2026-06-04 18:15:47+05:30,2026-06-04T07:17:54Z,adv_1604,cmp_1604_3,banner_728x90,mobile,AU,0.0046,USD,0.51
evt_8d4db7c,click,2026-06-04 20:06:02+05:30,2026-06-04T18:26:18Z,adv_1562,cmp_1562_1,banner_300x250,desktop,unknown,0.8717,USD,0.92
evt_7d4d9e9,impression,2026-06-04 03:38:05+05:30,2026-06-04T08:45:50Z,adv_1611,cmp_1611_2,native_feed,desktop,US,0.0046,USD,0.66
evt_6d4d856,impression,2026-06-04 15:51:40+05:30,2026-06-04T12:20:44Z,adv_1555,cmp_1555_2,banner_300x250,desktop,SG,0.0141,USD,0.45
evt_5d4d6c3,impression,2026-06-04 15:45:27+05:30,2026-06-04T19:09:11Z,adv_1604,cmp_1604_2,native_feed,ctv,CA,0.0102,USD,0.68
evt_4d4d530,impression,2026-06-04 21:00:52+05:30,2026-06-04T16:01:23Z,adv_1569,cmp_1569_1,preroll,ctv,IN,0.0165,USD,0.60
evt_13d4eccd,impression,2026-06-04 07:51:12+05:30,2026-06-04T06:01:49Z,adv_1597,cmp_1597_2,interstitial,mobile,SG,0.0185,USD,0.93
evt_12d4eb3a,impression,2026-06-04 05:24:14+05:30,2026-06-04T21:43:11Z,adv_1611,cmp_1611_3,banner_728x90,desktop,unknown,0.0119,INR,0.99
evt_89b9d012,impression,2026-06-04 16:23:37+05:30,2026-06-04T17:19:11Z,adv_1611,cmp_1611_2,banner_728x90,desktop,,0.0009,USD,0.85
evt_8ab9d1a5,impression,2026-06-04 12:22:34+05:30,2026-06-04T04:20:39Z,adv_1597,cmp_1597_1,preroll,desktop,unknown,0.0175,USD,0.48
evt_87b9ccec,impression,2026-06-04 23:53:15+05:30,2026-06-04T17:48:41Z,adv_968,cmp_968_x,interstitial,tablet,unknown,0.0064,USD,0.78
evt_88b9ce7f,impression,2026-06-04 15:54:32+05:30,2026-06-04T18:22:03Z,adv_1562,cmp_1562_1,preroll,tablet,AU,0.0090,USD,0.60
evt_85b9c9c6,impression,2026-06-04 21:32:53+05:30,2026-06-04T19:26:31Z,adv_1555,cmp_1555_2,banner_300x250,ctv,SG,0.0116,INR,0.55
evt_86b9cb59,impression,2026-06-04 12:12:04+05:30,2026-06-04T18:11:57Z,adv_1576,cmp_1576_2,banner_300x250,ctv,,0.0025,USD,0.56
evt_83b9c6a0,impression,2026-06-04 14:26:05+05:30,2026-06-04T16:17:33Z,adv_1590,cmp_1590_2,interstitial,desktop,DE,0.0079,USD,0.62
evt_84b9c833,impression,2026-06-04 02:26:40+05:30,2026-06-04T18:08:19Z,adv_1562,cmp_1562_2,interstitial,tablet,DE,0.0016,USD,1.00
evt_91b9dcaa,impression,2026-06-04 17:59:26+05:30,2026-06-04T02:56:53Z,adv_1583,cmp_1583_2,interstitial,mobile,,0.0131,INR,0.64
evt_92b9de3d,click,2026-06-04 20:46:53+05:30,2026-06-04T16:38:17Z,adv_1548,cmp_1548_3,native_feed,mobile,GB,0.0395,USD,0.85
evt_8fbc181b,impression,2026-06-04 09:00:36+05:30,2026-06-04T18:33:45Z,adv_1611,cmp_1611_1,banner_728x90,ctv,SG,0.0180,USD,0.46
evt_8ebc1688,impression,2026-06-04 22:05:32+05:30,2026-06-04T14:06:52Z,adv_1548,cmp_1548_3,banner_728x90,ctv,unknown,0.0137,USD,0.68
evt_91bc1b41,impression,2026-06-04 17:44:32+05:30,2026-06-04T03:47:02Z,adv_1611,cmp_1611_1,interstitial,tablet,IN,0.0164,USD,0.71
evt_90bc19ae,impression,2026-06-04 04:37:21+05:30,2026-06-04T12:15:40Z,adv_1576,cmp_1576_3,banner_728x90,ctv,CA,0.0110,USD,0.91
evt_93bc1e67,impression,2026-06-04 20:01:08+05:30,2026-06-04T09:36:40Z,adv_1576,cmp_1576_2,interstitial,ctv,AU,0.0026,USD,0.68
evt_92bc1cd4,click,2026-06-04 14:38:34+05:30,2026-06-04T10:30:30Z,adv_1604,cmp_1604_2,preroll,desktop,DE,0.6829,USD,0.73
evt_95bc218d,impression,2026-06-04 03:51:48+05:30,2026-06-04T12:42:53Z,adv_1604,cmp_1604_3,banner_728x90,tablet,GB,0.0154,USD,0.82
evt_94bc1ffa,impression,2026-06-04 16:57:23+05:30,2026-06-04T06:48:43Z,adv_1583,cmp_1583_3,preroll,ctv,DE,0.0171,INR,0.69
evt_87bc0b83,impression,2026-06-04 07:44:14+05:30,2026-06-06T22:19:44Z,adv_1555,cmp_1555_3,preroll,ctv,AU,0.0048,INR,0.95
evt_86bc09f0,impression,2026-06-04 20:15:42+05:30,2026-06-04T20:14:58Z,adv_1562,cmp_1562_3,native_feed,mobile,CA,0.0116,USD,0.90
evt_c7ee0de9,impression,2026-06-04 23:40:05+05:30,2026-06-04T20:01:32Z,adv_1625,cmp_1625_1,native_feed,mobile,DE,0.0072,USD,0.72
evt_c6ee0c56,impression,2026-06-04 02:45:08+05:30,2026-06-04T23:33:14Z,adv_1576,cmp_1576_2,banner_728x90,mobile,AU,0.0178,USD,0.54
evt_c5ee0ac3,impression,2026-06-04 10:58:32+05:30,2026-06-04T07:30:11Z,adv_1604,cmp_1604_3,interstitial,tablet,IN,0.0017,USD,0.49
evt_c4ee0930,impression,2026-06-04 02:32:01+05:30,2026-06-04T03:25:44Z,adv_1611,cmp_1611_3,banner_728x90,ctv,DE,0.0180,USD,0.98
evt_cbee1435,impression,2026-06-04 00:13:13+05:30,2026-06-04T22:30:51Z,adv_1548,cmp_1548_1,banner_728x90,tablet,SG,0.0030,USD,0.87
evt_caee12a2,impression,2026-06-04 23:40:03+05:30,2026-06-04T12:12:12Z,adv_1618,cmp_1618_2,native_feed,tablet,SG,0.0049,USD,0.98
evt_c9ee110f,impression,2026-06-04 06:09:44+05:30,2026-06-04T03:33:32Z,adv_1555,cmp_1555_1,preroll,desktop,IN,0.0090,USD,0.75
evt_c8ee0f7c,impression,2026-06-04 13:49:15+05:30,2026-06-04T12:48:53Z,adv_1604,cmp_1604_3,banner_728x90,desktop,unknown,0.0187,USD,0.65
evt_cfee1a81,impression,2026-06-04 00:50:34+05:30,2026-06-04T17:32:25Z,adv_1548,cmp_1548_1,native_feed,desktop,,0.0160,USD,0.59
evt_ceee18ee,impression,2026-06-04 20:07:16+05:30,2026-06-04T19:14:07Z,adv_1625,cmp_1625_1,banner_728x90,mobile,US,0.0073,USD,0.58
evt_c1ebc5e0,impression,2026-06-04 15:49:46+05:30,2026-06-04T08:35:17Z,adv_1590,cmp_1590_1,banner_728x90,ctv,IN,0.0146,USD,0.72
evt_c2ebc773,conversion,2026-06-04 04:26:32+05:30,2026-06-04T07:31:05Z,adv_1618,cmp_1618_1,banner_300x250,tablet,AU,0.0000,USD,0.57
evt_c3ebc906,conversion,2026-06-04 07:09:24+05:30,2026-06-04T12:18:42Z,adv_1555,cmp_1555_3,banner_300x250,desktop,SG,0.0000,USD,0.56
evt_c4ebca99,click,2026-06-04 06:14:17+05:30,2026-06-04T06:12:02Z,adv_1555,cmp_1555_3,banner_728x90,tablet,GB,0.2055,USD,0.75
evt_c5ebcc2c,click,2026-06-04 02:34:39+05:30,2026-06-04T05:42:05Z,adv_1604,cmp_1604_1,banner_300x250,mobile,unknown,0.8757,INR,0.93
evt_c6ebcdbf,click,2026-06-04 13:45:35+05:30,2026-06-04T11:18:31Z,adv_1618,cmp_1618_3,preroll,desktop,CA,0.8273,USD,0.70
evt_c7ebcf52,impression,2026-06-04 20:25:58+05:30,2026-06-04T16:10:16Z,adv_1597,cmp_1597_2,banner_728x90,ctv,GB,0.0139,USD,0.85
evt_c8ebd0e5,impression,2026-06-04 22:03:30+05:30,2026-06-04T22:45:13Z,adv_1576,cmp_1576_2,preroll,ctv,CA,0.0034,USD,0.62
evt_c9ebd278,impression,2026-06-04 00:41:45+05:30,2026-06-04T21:57:01Z,adv_1583,cmp_1583_3,preroll,tablet,CA,0.0028,USD,0.77
evt_caebd40b,impression,2026-06-04 21:28:42+05:30,2026-06-04T21:47:12Z,adv_1562,cmp_1562_2,preroll,mobile,AU,0.0132,USD,0.53
evt_53f3677b,impression,2026-06-04 10:39:55+05:30,2026-06-04T23:12:45Z,adv_1562,cmp_1562_2,preroll,mobile,GB,0.0064,USD,0.54
evt_52f365e8,impression,2026-06-04 14:36:00+05:30,2026-06-04T12:10:42Z,adv_1597,cmp_1597_1,banner_728x90,mobile,SG,0.0192,USD,0.98
evt_55f36aa1,impression,2026-06-04 06:17:22+05:30,2026-06-04T21:34:05Z,adv_1569,cmp_1569_2,native_feed,desktop,AU,0.0116,USD,0.69
evt_54f3690e,click,2026-06-04 14:30:36+05:30,2026-06-04T12:47:03Z,adv_1590,cmp_1590_1,banner_728x90,desktop,DE,0.0618,INR,0.86
evt_57f36dc7,impression,2026-06-04 22:56:35+05:30,2026-06-04T21:07:19Z,adv_1625,cmp_1625_2,interstitial,tablet,IN,0.0108,USD,0.63
evt_56f36c34,impression,2026-06-04 10:48:54+05:30,2026-06-04T00:47:15Z,adv_1583,cmp_1583_3,banner_728x90,desktop,SG,0.0146,USD,0.62
evt_59f370ed,impression,2026-06-04 09:03:26+05:30,2026-06-04T20:46:35Z,adv_1618,cmp_1618_2,native_feed,desktop,SG,0.0084,USD,0.71
evt_58f36f5a,impression,2026-06-04 14:13:31+05:30,2026-06-04T13:22:47Z,adv_1590,cmp_1590_1,preroll,ctv,GB,0.0095,USD,0.90
evt_4bf35ae3,impression,2026-06-04 10:06:36+05:30,2026-06-04T17:10:55Z,adv_1569,cmp_1569_2,native_feed,ctv,,0.0111,USD,0.76
evt_4af35950,impression,2026-06-04 13:15:29+05:30,2026-06-04T07:29:59Z,adv_1604,cmp_1604_2,banner_300x250,ctv,US,0.0113,USD,0.59
evt_cdf055f2,impression,2026-06-04 14:11:39+05:30,2026-06-04T06:21:34Z,adv_1569,cmp_1569_2,banner_728x90,desktop,AU,0.0094,USD,0.72
evt_cef05785,impression,2026-06-04 00:07:36+05:30,2026-06-04T23:56:14Z,adv_1618,cmp_1618_2,native_feed,desktop,DE,0.0017,USD,0.65
evt_cef05785,impression,2026-06-04 00:07:36+05:30,2026-06-04T23:56:14Z,adv_1618,cmp_1618_2,native_feed,desktop,DE,0.0017,USD,0.65
evt_cbf052cc,impression,2026-06-04 18:45:00+05:30,2026-06-04T05:42:30Z,adv_1583,cmp_1583_1,native_feed,desktop,US,0.0048,USD,0.61
evt_ccf0545f,impression,2026-06-04 12:37:18+05:30,2026-06-04T22:16:48Z,adv_1576,cmp_1576_3,preroll,ctv,DE,0.0014,USD,0.89
evt_c9f04fa6,impression,2026-06-04 11:36:37+05:30,2026-06-04T22:55:54Z,adv_1548,cmp_1548_3,banner_300x250,tablet,unknown,0.0198,INR,0.45
evt_caf05139,impression,2026-06-04 02:08:25+05:30,2026-06-05T08:20:51Z,adv_1562,cmp_1562_3,interstitial,tablet,SG,0.0116,USD,0.70
evt_c7f04c80,impression,2026-06-04 03:38:52+05:30,2026-06-04T07:43:06Z,adv_1562,cmp_1562_3,banner_300x250,tablet,SG,0.0155,INR,0.93
evt_c8f04e13,impression,2026-06-04 11:38:29+05:30,2026-06-04T18:02:17Z,adv_1604,cmp_1604_3,preroll,mobile,,0.0178,USD,0.49
evt_d5f0628a,impression,2026-06-04 14:56:53+05:30,2026-06-04T07:39:19Z,adv_1597,cmp_1597_2,native_feed,tablet,unknown,0.0163,USD,0.57
evt_d6f0641d,impression,2026-06-04 01:00:50+05:30,2026-06-04T05:32:26Z,adv_1604,cmp_1604_3,banner_728x90,desktop,AU,0.0057,USD,0.91
evt_5ff7f78d,impression,2026-06-04 23:06:11+05:30,2026-06-04T20:07:33Z,adv_1590,cmp_1590_3,interstitial,mobile,unknown,0.0144,USD,0.93
evt_5ef7f5fa,click,2026-06-04 19:57:18+05:30,2026-06-04T06:38:16Z,adv_1625,cmp_1625_1,banner_300x250,ctv,US,0.6931,INR,0.85
evt_5df7f467,impression,2026-06-04 10:28:41+05:30,2026-06-04T14:13:59Z,adv_1569,cmp_1569_1,interstitial,desktop,AU,0.0054,USD,0.57
evt_5cf7f2d4,impression,2026-06-04 13:43:39+05:30,2026-06-04T17:53:01Z,adv_1590,cmp_1590_3,banner_300x250,tablet,unknown,0.0052,USD,0.49
evt_5bf7f141,impression,2026-06-04 07:21:51+05:30,2026-06-04T18:27:24Z,adv_1548,cmp_1548_3,banner_300x250,desktop,AU,0.0029,USD,0.86
evt_5af7efae,impression,2026-06-04 08:37:47+05:30,2026-06-04T11:27:21Z,adv_1548,cmp_1548_1,banner_300x250,mobile,AU,0.0096,USD,0.93
evt_59f7ee1b,impression,2026-06-04 16:29:10+05:30,2026-06-04T06:24:29Z,adv_1611,cmp_1611_1,banner_728x90,ctv,IN,0.0114,USD,0.58
evt_58f7ec88,impression,2026-06-04 06:34:35+05:30,2026-06-04T05:14:10Z,adv_1611,cmp_1611_1,banner_728x90,mobile,US,0.0055,USD,0.83
evt_57f7eaf5,impression,2026-06-04 19:23:48+05:30,2026-06-04T13:50:01Z,adv_1604,cmp_1604_3,preroll,mobile,GB,0.0036,USD,0.50
evt_56f7e962,impression,2026-06-04 13:02:06+05:30,2026-06-04T03:16:28Z,adv_1590,cmp_1590_1,native_feed,tablet,DE,0.0045,USD,0.78
evt_59f5af84,impression,2026-06-04 08:58:07+05:30,2026-06-04T07:23:23Z,adv_1604,cmp_1604_1,preroll,mobile,,0.0188,USD,0.78
evt_5af5b117,impression,2026-06-04 08:21:10+05:30,2026-06-04T15:24:35Z,adv_1604,cmp_1604_3,banner_300x250,ctv,IN,0.0071,USD,0.63
evt_5bf5b2aa,impression,2026-06-04 05:05:44+05:30,2026-06-04T10:56:35Z,adv_1548,cmp_1548_3,native_feed,tablet,CA,0.0083,USD,0.41
evt_5cf5b43d,impression,2026-06-04 07:19:38+05:30,2026-06-04T20:15:39Z,adv_1604,cmp_1604_2,banner_728x90,ctv,CA,0.0058,USD,0.92
evt_55f5a938,impression,2026-06-04 14:53:49+05:30,2026-06-04T21:00:14Z,adv_1604,cmp_1604_1,banner_300x250,ctv,DE,0.0166,USD,0.53
evt_56f5aacb,impression,2026-06-04 22:15:22+05:30,2026-06-04T18:31:28Z,adv_1555,cmp_1555_2,interstitial,tablet,CA,0.0088,USD,0.68
evt_57f5ac5e,impression,2026-06-04 16:45:54+05:30,2026-06-04T05:20:19Z,adv_1590,cmp_1590_1,native_feed,tablet,,0.0197,USD,0.89
evt_58f5adf1,impression,2026-06-04 01:59:12+05:30,2026-06-04T18:58:26Z,adv_1611,cmp_1611_3,native_feed,mobile,DE,0.0009,USD,0.85
evt_51f5a2ec,impression,2026-06-04 04:05:54+05:30,2026-06-04T19:02:36Z,adv_1576,cmp_1576_3,banner_300x250,ctv,US,0.0140,USD,0.97
evt_52f5a47f,impression,2026-06-04 06:08:44+05:30,2026-06-04T13:09:44Z,adv_1590,cmp_1590_1,native_feed,mobile,AU,0.0177,USD,0.47
